"時点","地域コード","地域","（季節調整値）有効求人倍率【倍】","注記"
"1990年8月","03000","岩手県","1.35",""
"1990年9月","03000","岩手県","1.32",""
"1990年10月","03000","岩手県","1.29",""
"1990年11月","03000","岩手県","1.34",""
"1990年12月","03000","岩手県","1.36",""
"1991年1月","03000","岩手県","1.42",""
"1991年2月","03000","岩手県","1.40",""
"1991年3月","03000","岩手県","1.40",""
"1991年4月","03000","岩手県","1.44",""
"1991年5月","03000","岩手県","1.43",""
"1991年6月","03000","岩手県","1.50",""
"1991年7月","03000","岩手県","1.54",""
"1991年8月","03000","岩手県","1.47",""
"1991年9月","03000","岩手県","1.43",""
"1991年10月","03000","岩手県","1.40",""
"1991年11月","03000","岩手県","1.40",""
"1991年12月","03000","岩手県","1.33",""
"1992年1月","03000","岩手県","1.31",""
"1992年2月","03000","岩手県","1.30",""
"1992年3月","03000","岩手県","1.20",""
"1992年4月","03000","岩手県","1.23",""
"1992年5月","03000","岩手県","1.16",""
"1992年6月","03000","岩手県","1.19",""
"1992年7月","03000","岩手県","1.20",""
"1992年8月","03000","岩手県","1.18",""
"1992年9月","03000","岩手県","1.13",""
"1992年10月","03000","岩手県","1.13",""
"1992年11月","03000","岩手県","1.08",""
"1992年12月","03000","岩手県","1.05",""
"1993年1月","03000","岩手県","1.02",""
"1993年2月","03000","岩手県","1.01",""
"1993年3月","03000","岩手県","1.02",""
"1993年4月","03000","岩手県","0.99",""
"1993年5月","03000","岩手県","0.99",""
"1993年6月","03000","岩手県","0.94",""
"1993年7月","03000","岩手県","0.94",""
"1993年8月","03000","岩手県","0.93",""
"1993年9月","03000","岩手県","0.94",""
"1993年10月","03000","岩手県","0.91",""
"1993年11月","03000","岩手県","0.91",""
"1993年12月","03000","岩手県","0.93",""
"1994年1月","03000","岩手県","0.93",""
"1994年2月","03000","岩手県","0.91",""
"1994年3月","03000","岩手県","0.93",""
"1994年4月","03000","岩手県","0.91",""
"1994年5月","03000","岩手県","0.90",""
"1994年6月","03000","岩手県","0.90",""
"1994年7月","03000","岩手県","0.89",""
"1994年8月","03000","岩手県","0.92",""
"1994年9月","03000","岩手県","0.93",""
"1994年10月","03000","岩手県","0.93",""
"1994年11月","03000","岩手県","0.95",""
"1994年12月","03000","岩手県","0.93",""
"1995年1月","03000","岩手県","0.93",""
"1995年2月","03000","岩手県","0.93",""
"1995年3月","03000","岩手県","0.88",""
"1995年4月","03000","岩手県","0.87",""
"1995年5月","03000","岩手県","0.84",""
"1995年6月","03000","岩手県","0.85",""
"1995年7月","03000","岩手県","0.84",""
"1995年8月","03000","岩手県","0.85",""
"1995年9月","03000","岩手県","0.85",""
"1995年10月","03000","岩手県","0.85",""
"1995年11月","03000","岩手県","0.84",""
"1995年12月","03000","岩手県","0.82",""
"1996年1月","03000","岩手県","0.83",""
"1996年2月","03000","岩手県","0.82",""
"1996年3月","03000","岩手県","0.85",""
"1996年4月","03000","岩手県","0.81",""
"1996年5月","03000","岩手県","0.85",""
"1996年6月","03000","岩手県","0.87",""
"1996年7月","03000","岩手県","0.87",""
"1996年8月","03000","岩手県","0.88",""
"1996年9月","03000","岩手県","0.89",""
"1996年10月","03000","岩手県","0.91",""
"1996年11月","03000","岩手県","0.91",""
"1996年12月","03000","岩手県","0.92",""
"1997年1月","03000","岩手県","0.93",""
"1997年2月","03000","岩手県","0.90",""
"1997年3月","03000","岩手県","0.89",""
"1997年4月","03000","岩手県","0.88",""
"1997年5月","03000","岩手県","0.93",""
"1997年6月","03000","岩手県","0.93",""
"1997年7月","03000","岩手県","0.91",""
"1997年8月","03000","岩手県","0.89",""
"1997年9月","03000","岩手県","0.86",""
"1997年10月","03000","岩手県","0.84",""
"1997年11月","03000","岩手県","0.83",""
"1997年12月","03000","岩手県","0.81",""
"1998年1月","03000","岩手県","0.75",""
"1998年2月","03000","岩手県","0.70",""
"1998年3月","03000","岩手県","0.67",""
"1998年4月","03000","岩手県","0.64",""
"1998年5月","03000","岩手県","0.61",""
"1998年6月","03000","岩手県","0.58",""
"1998年7月","03000","岩手県","0.54",""
"1998年8月","03000","岩手県","0.53",""
"1998年9月","03000","岩手県","0.51",""
"1998年10月","03000","岩手県","0.50",""
"1998年11月","03000","岩手県","0.49",""
"1998年12月","03000","岩手県","0.48",""
"1999年1月","03000","岩手県","0.48",""
"1999年2月","03000","岩手県","0.50",""
"1999年3月","03000","岩手県","0.49",""
"1999年4月","03000","岩手県","0.49",""
"1999年5月","03000","岩手県","0.48",""
"1999年6月","03000","岩手県","0.49",""
"1999年7月","03000","岩手県","0.50",""
"1999年8月","03000","岩手県","0.50",""
"1999年9月","03000","岩手県","0.51",""
"1999年10月","03000","岩手県","0.51",""
"1999年11月","03000","岩手県","0.52",""
"1999年12月","03000","岩手県","0.51",""
"2000年1月","03000","岩手県","0.53",""
"2000年2月","03000","岩手県","0.55",""
"2000年3月","03000","岩手県","0.56",""
"2000年4月","03000","岩手県","0.57",""
"2000年5月","03000","岩手県","0.60",""
"2000年6月","03000","岩手県","0.61",""
"2000年7月","03000","岩手県","0.61",""
"2000年8月","03000","岩手県","0.63",""
"2000年9月","03000","岩手県","0.62",""
"2000年10月","03000","岩手県","0.62",""
"2000年11月","03000","岩手県","0.61",""
"2000年12月","03000","岩手県","0.61",""
"2001年1月","03000","岩手県","0.60",""
"2001年2月","03000","岩手県","0.57",""
"2001年3月","03000","岩手県","0.54",""
"2001年4月","03000","岩手県","0.54",""
"2001年5月","03000","岩手県","0.52",""
"2001年6月","03000","岩手県","0.49",""
"2001年7月","03000","岩手県","0.45",""
"2001年8月","03000","岩手県","0.42",""
"2001年9月","03000","岩手県","0.40",""
"2001年10月","03000","岩手県","0.38",""
"2001年11月","03000","岩手県","0.37",""
"2001年12月","03000","岩手県","0.36",""
"2002年1月","03000","岩手県","0.36",""
"2002年2月","03000","岩手県","0.36",""
"2002年3月","03000","岩手県","0.38",""
"2002年4月","03000","岩手県","0.38",""
"2002年5月","03000","岩手県","0.38",""
"2002年6月","03000","岩手県","0.38",""
"2002年7月","03000","岩手県","0.39",""
"2002年8月","03000","岩手県","0.41",""
"2002年9月","03000","岩手県","0.42",""
"2002年10月","03000","岩手県","0.43",""
"2002年11月","03000","岩手県","0.45",""
"2002年12月","03000","岩手県","0.45",""
"2003年1月","03000","岩手県","0.45",""
"2003年2月","03000","岩手県","0.47",""
"2003年3月","03000","岩手県","0.47",""
"2003年4月","03000","岩手県","0.48",""
"2003年5月","03000","岩手県","0.51",""
"2003年6月","03000","岩手県","0.52",""
"2003年7月","03000","岩手県","0.55",""
"2003年8月","03000","岩手県","0.54",""
"2003年9月","03000","岩手県","0.55",""
"2003年10月","03000","岩手県","0.56",""
"2003年11月","03000","岩手県","0.58",""
"2003年12月","03000","岩手県","0.57",""
"2004年1月","03000","岩手県","0.56",""
"2004年2月","03000","岩手県","0.56",""
"2004年3月","03000","岩手県","0.56",""
"2004年4月","03000","岩手県","0.54",""
"2004年5月","03000","岩手県","0.53",""
"2004年6月","03000","岩手県","0.53",""
"2004年7月","03000","岩手県","0.57",""
"2004年8月","03000","岩手県","0.59",""
"2004年9月","03000","岩手県","0.61",""
"2004年10月","03000","岩手県","0.61",""
"2004年11月","03000","岩手県","0.58",""
"2004年12月","03000","岩手県","0.56",""
"2005年1月","03000","岩手県","0.57",""
"2005年2月","03000","岩手県","0.57",""
"2005年3月","03000","岩手県","0.57",""
"2005年4月","03000","岩手県","0.57",""
"2005年5月","03000","岩手県","0.57",""
"2005年6月","03000","岩手県","0.57",""
"2005年7月","03000","岩手県","0.56",""
"2005年8月","03000","岩手県","0.59",""
"2005年9月","03000","岩手県","0.61",""
"2005年10月","03000","岩手県","0.62",""
"2005年11月","03000","岩手県","0.64",""
"2005年12月","03000","岩手県","0.69",""
"2006年1月","03000","岩手県","0.72",""
"2006年2月","03000","岩手県","0.73",""
"2006年3月","03000","岩手県","0.73",""
"2006年4月","03000","岩手県","0.75",""
"2006年5月","03000","岩手県","0.76",""
"2006年6月","03000","岩手県","0.78",""
"2006年7月","03000","岩手県","0.79",""
"2006年8月","03000","岩手県","0.77",""
"2006年9月","03000","岩手県","0.79",""
"2006年10月","03000","岩手県","0.81",""
"2006年11月","03000","岩手県","0.81",""
"2006年12月","03000","岩手県","0.81",""
"2007年1月","03000","岩手県","0.80",""
"2007年2月","03000","岩手県","0.79",""
"2007年3月","03000","岩手県","0.77",""
"2007年4月","03000","岩手県","0.77",""
"2007年5月","03000","岩手県","0.77",""
"2007年6月","03000","岩手県","0.75",""
"2007年7月","03000","岩手県","0.75",""
"2007年8月","03000","岩手県","0.74",""
"2007年9月","03000","岩手県","0.69",""
"2007年10月","03000","岩手県","0.66",""
"2007年11月","03000","岩手県","0.64",""
"2007年12月","03000","岩手県","0.65",""
"2008年1月","03000","岩手県","0.66",""
"2008年2月","03000","岩手県","0.66",""
"2008年3月","03000","岩手県","0.64",""
"2008年4月","03000","岩手県","0.65",""
"2008年5月","03000","岩手県","0.65",""
"2008年6月","03000","岩手県","0.61",""
"2008年7月","03000","岩手県","0.58",""
"2008年8月","03000","岩手県","0.56",""
"2008年9月","03000","岩手県","0.55",""
"2008年10月","03000","岩手県","0.50",""
"2008年11月","03000","岩手県","0.48",""
"2008年12月","03000","岩手県","0.46",""
"2009年1月","03000","岩手県","0.40",""
"2009年2月","03000","岩手県","0.36",""
"2009年3月","03000","岩手県","0.36",""
"2009年4月","03000","岩手県","0.35",""
"2009年5月","03000","岩手県","0.33",""
"2009年6月","03000","岩手県","0.32",""
"2009年7月","03000","岩手県","0.32",""
"2009年8月","03000","岩手県","0.32",""
"2009年9月","03000","岩手県","0.34",""
"2009年10月","03000","岩手県","0.36",""
"2009年11月","03000","岩手県","0.34",""
"2009年12月","03000","岩手県","0.35",""
"2010年1月","03000","岩手県","0.35",""
"2010年2月","03000","岩手県","0.38",""
"2010年3月","03000","岩手県","0.39",""
"2010年4月","03000","岩手県","0.38",""
"2010年5月","03000","岩手県","0.40",""
"2010年6月","03000","岩手県","0.41",""
"2010年7月","03000","岩手県","0.44",""
"2010年8月","03000","岩手県","0.45",""
"2010年9月","03000","岩手県","0.47",""
"2010年10月","03000","岩手県","0.48",""
"2010年11月","03000","岩手県","0.51",""
"2010年12月","03000","岩手県","0.49",""
"2011年1月","03000","岩手県","0.49",""
"2011年2月","03000","岩手県","0.51",""
"2011年3月","03000","岩手県","0.46",""
"2011年4月","03000","岩手県","0.40",""
"2011年5月","03000","岩手県","0.43",""
"2011年6月","03000","岩手県","0.47",""
"2011年7月","03000","岩手県","0.54",""
"2011年8月","03000","岩手県","0.57",""
"2011年9月","03000","岩手県","0.61",""
"2011年10月","03000","岩手県","0.66",""
"2011年11月","03000","岩手県","0.70",""
"2011年12月","03000","岩手県","0.73",""
"2012年1月","03000","岩手県","0.76",""
"2012年2月","03000","岩手県","0.80",""
"2012年3月","03000","岩手県","0.84",""
"2012年4月","03000","岩手県","0.89",""
"2012年5月","03000","岩手県","0.93",""
"2012年6月","03000","岩手県","0.93",""
"2012年7月","03000","岩手県","0.95",""
"2012年8月","03000","岩手県","0.94",""
"2012年9月","03000","岩手県","0.93",""
"2012年10月","03000","岩手県","0.91",""
"2012年11月","03000","岩手県","0.92",""
"2012年12月","03000","岩手県","0.94",""
"2013年1月","03000","岩手県","0.97",""
"2013年2月","03000","岩手県","0.99",""
"2013年3月","03000","岩手県","0.99",""
"2013年4月","03000","岩手県","0.99",""
"2013年5月","03000","岩手県","1.00",""
"2013年6月","03000","岩手県","1.02",""
"2013年7月","03000","岩手県","1.04",""
"2013年8月","03000","岩手県","1.05",""
"2013年9月","03000","岩手県","1.06",""
"2013年10月","03000","岩手県","1.07",""
"2013年11月","03000","岩手県","1.08",""
"2013年12月","03000","岩手県","1.09",""
"2014年1月","03000","岩手県","1.10",""
"2014年2月","03000","岩手県","1.10",""
"2014年3月","03000","岩手県","1.09",""
"2014年4月","03000","岩手県","1.10",""
"2014年5月","03000","岩手県","1.09",""
"2014年6月","03000","岩手県","1.07",""
"2014年7月","03000","岩手県","1.05",""
"2014年8月","03000","岩手県","1.06",""
"2014年9月","03000","岩手県","1.06",""
"2014年10月","03000","岩手県","1.10",""
"2014年11月","03000","岩手県","1.12",""
"2014年12月","03000","岩手県","1.14",""
"2015年1月","03000","岩手県","1.15",""
"2015年2月","03000","岩手県","1.15",""
"2015年3月","03000","岩手県","1.16",""
"2015年4月","03000","岩手県","1.19",""
"2015年5月","03000","岩手県","1.19",""
"2015年6月","03000","岩手県","1.20",""
"2015年7月","03000","岩手県","1.22",""
"2015年8月","03000","岩手県","1.25",""
"2015年9月","03000","岩手県","1.22",""
"2015年10月","03000","岩手県","1.22",""
"2015年11月","03000","岩手県","1.21",""
"2015年12月","03000","岩手県","1.21",""
"2016年1月","03000","岩手県","1.22",""
"2016年2月","03000","岩手県","1.26",""
"2016年3月","03000","岩手県","1.25",""
"2016年4月","03000","岩手県","1.27",""
"2016年5月","03000","岩手県","1.27",""
"2016年6月","03000","岩手県","1.29",""
"2016年7月","03000","岩手県","1.30",""
"2016年8月","03000","岩手県","1.29",""
"2016年9月","03000","岩手県","1.30",""
"2016年10月","03000","岩手県","1.32",""
"2016年11月","03000","岩手県","1.30",""
"2016年12月","03000","岩手県","1.34",""
"2017年1月","03000","岩手県","1.36",""
"2017年2月","03000","岩手県","1.38",""
"2017年3月","03000","岩手県","1.37",""
"2017年4月","03000","岩手県","1.40",""
"2017年5月","03000","岩手県","1.42",""
"2017年6月","03000","岩手県","1.41",""
"2017年7月","03000","岩手県","1.43",""
"2017年8月","03000","岩手県","1.40",""
"2017年9月","03000","岩手県","1.41",""
"2017年10月","03000","岩手県","1.40",""
"2017年11月","03000","岩手県","1.42",""
"2017年12月","03000","岩手県","1.42",""
"2018年1月","03000","岩手県","1.44",""
"2018年2月","03000","岩手県","1.43",""
"2018年3月","03000","岩手県","1.45",""
"2018年4月","03000","岩手県","1.45",""
"2018年5月","03000","岩手県","1.45",""
"2018年6月","03000","岩手県","1.48",""
"2018年7月","03000","岩手県","1.46",""
